||Month : 5 - 2015|||Vehical : 41-5786 Kara||||By user : asiri
NO|Bill No|Customer|Tol Sale|Varience|Expiries|Damages|Discount|GR|F/Issu|Cash|Cheques|Debit|Credits
46|93458|Chaminda Grocery - MON|2329|-.11|0|0|97.05|0|0|0|0|2329|0|
47|93459|Rathna st - MON|161|-.1|607.5|0|0|0|0|161|0|0|0|
48|93460|Fost office - MON|3261|-.7|198|0|0|0|0|3261|0|0|0|
49|93461|Padmini st - MON|745|-.5|0|0|0|0|0|745|0|0|0|
50|93462|Sanka com. - MON|4865|-.75|0|0|0|0|0|0|0|4865|0|
51|93464|K.G. Grocery - MON|3055|-.35|340.88|0|127.31|0|0|0|0|3055|0|
52|93465|Liyanage Stores - MON|849|-.5|45|0|0|0|0|849|0|0|0|
53|93466|Semage milk Bar - MON|586|-.94|1005.31|0|0|0|0|586|0|0|0|
54|93467|Eraji Grocery - MON|1015|-.05|0|0|0|0|0|1015|0|0|0|
55|93468|Gamage Stores - MON|783|-.3|0|0|0|0|0|783|0|0|0|
56|93470|A.L.M.st - MON|4228|.72|0|0|0|0|0|0|0|4228|0|
57|A06287|B T M Hotel - FRI|7266|-.62|0|0|302.78|0|0|0|0|7266|0|
58|A06321|Dilmi - TUE|834|0|0|0|0|0|0|834|0|0|0|
59|A06322|Najith - TUE|2131|-.74|0|0|0|0|0|2131|0|0|0|
60|A06324|Liyanarachchi - TUE|1546|-.44|0|0|0|0|0|1546|0|0|0|
61|A6325|Anurada - TUE|792|0|67.5|0|0|0|0|792|0|0|0|
62|A06329|Chameera - TUE|2262|-.33|0|0|0|0|0|2262|0|0|0|
63|A06330|L.H. N.R St - TUE|2508|-.08|0|0|0|0|0|2508|0|0|0|
64|A06326|Madola - TUE|17209|-.73|2041.2|0|1491.47|0|0|0|0|17209|0|
65|A06334|Priyanthi st - TUE|3070|-.14|0|0|0|0|0|3070|0|0|0|
66|A06335|Dinuka - TUE|789|0|0|0|0|0|0|789|0|0|0|
67|A06336|Thilina com. - TUE|1485|0|0|0|0|0|0|1485|0|0|0|
68|A06337|Dilina st - TUE|2772|-.42|85.5|0|0|0|0|2772|0|0|0|
69|A06339|Samantha's st - TUE|2484|-.75|0|0|0|0|0|0|0|2484|0|
70|A06340|Galwatawatta V/S - TUE|2864|-.1|0|0|0|0|0|2864|0|0|0|
71|A06342|Danuka G/ m - TUE|4847|-.81|0|0|201.99|0|0|4847|0|0|0|
72|A06345|Samantha's B/H - TUE|1239|-.04|0|0|0|0|0|0|0|1239|0|
73|A06344|W.G.M St - TUE|61|-.11|464.64|0|0|0|0|61|0|0|0|
74|A06343|Saliya st - TUE|945|0|0|0|0|0|0|945|0|0|0|
75|A06347|Osinro Pharmacy - TUE|702|-.24|0|0|0|0|0|702|0|0|0|
76|A06346|Laksiri Book shop - TUE|899|-.1|36|0|0|0|0|899|0|0|0|
77|A06348|David st - TUE|46|-.5|0|0|0|1012.5|0|46|0|0|0|
78|A06351|Amal Hotel - TUE|1613|-.12|0|0|0|0|0|1613|0|0|0|
79|A06349|Madanayaka - TUE|3188|-.64|0|0|0|0|0|0|0|3188|0|
80|A06333|Sanjaya st - TUE|915|0|0|0|0|0|0|915|0|0|0|
81|A06327|Amarasoma - TUE|2373|-.25|0|0|0|0|0|0|0|2373|0|
82|A06360|Chamath - WED|2562|-.35|0|0|0|594|0|62|0|0|2500|
83|A06362|S. Narangoda - WED|834|0|0|0|0|0|0|834|0|0|0|
84|A06366|Anan Manan - WED|180|0|0|0|0|0|0|180|0|0|0|
85|A06425|Sisira st - THU|5078|-.68|0|0|211.61|0|0|5078|0|0|0|
86|A06371|Rathnayaka Hotel - THU|129|-.28|704.72|0|0|0|0|129|0|0|0|
87|A06365|Pathum st - FRI|1384|-.35|0|0|0|0|0|1384|0|0|0|
88|A06387|Aminra st - WED|1107|0|0|0|0|0|0|107|0|0|1000|
89|A06359|M.T St - WED|2294|-.27|0|0|0|0|0|2294|0|0|0|
90|A06358|Priyanthi st - WED|3410|-.72|67.5|0|0|675|0|3410|0|0|0|
91|A06357|Piyal st - WED|2128|-.6|0|0|0|0|0|2128|0|0|0|
92|A06356|Lacky Cafe - WED|802|-.5|0|0|0|0|0|802|0|0|0|
93|A06372|Sudantha St - WED|1012|-.5|0|0|0|0|0|1012|0|0|0|
94|A06388|Fahim St - WED|484|-.5|0|0|0|0|0|484|0|0|0|
95|A06389|Fanz st - WED|790|-.5|0|0|0|0|0|790|0|0|0|
96|A06354|Sunil - WED|5434|-.56|0|0|0|0|0|5434|0|0|0|
97|A06377|Somareera St - WED|315|0|0|0|0|0|0|315|0|0|0|
98|A06374|Suwira - WED|990|0|0|0|0|0|0|990|0|0|0|
99|A06376|Gunasekara st - WED|1053|-.75|0|0|0|0|0|1053|0|0|0|
100|A06375|Samagi Cantion - WED|913|-.7|0|0|0|0|0|913|0|0|0|
101|A06380|P H S St - WED|1138|-.52|0|0|0|0|0|1138|0|0|0|
102|A06390|Nadeeka st - WED|547|-.5|0|0|0|0|0|547|0|0|0|
103|A06384|Mahilal Ent - WED|5951|-.22|0|0|247.97|0|0|1|0|0|5950|
104|A06385|Kirigedara st - WED|225|0|0|0|0|0|0|225|0|0|0|
105|A06379|Ranjani St - WED|2706|-.05|0|0|0|0|0|2706|0|0|0|
106|A06373|Mathish St - WED|2216|-.26|78.76|0|0|0|0|2216|0|0|0|
107|A06367|B.P Grocey - WED|8298|3.07|90|0|345.62|0|0|8298|0|0|0|
108|A06386|Athula st - WED|2468|-.46|0|0|0|2340|0|2468|0|0|0|
109|A06421|Sinura Grocery - THU|597|0|0|0|0|0|0|597|0|0|0|
110|A06418|S K D St - THU|1318|-.5|0|0|0|0|0|1318|0|0|0|
111|A06417|Chaminda Pharmacy - THU|1293|-.3|0|0|0|0|0|1293|0|0|0|
112|A06429|Kavidu st - THU|1275|0|0|0|0|0|0|1275|0|0|0|
113|A06426|S.A. st - THU|630|0|0|0|0|0|0|630|0|0|0|
114|A06427|Faruq st - THU|298|-.5|414|0|0|0|0|298|0|0|0|
115|A06414|Sampath St - THU|2161|-.25|0|0|0|0|0|2161|0|0|0|
116|A06412|K.K. st - THU|519|0|0|0|0|0|0|519|0|0|0|
117|A06409|Nimal st - THU|3039|-.42|0|0|0|0|0|3039|0|0|0|
118|A06410|Deniyaya Food - THU|450|0|0|0|0|0|0|450|0|0|0|
119|A06408|Bajaj Houes - THU|828|0|0|0|0|0|0|828|0|0|0|
120|A06407|Riza st - THU|849|0|0|0|0|0|0|849|0|0|0|
121|A06413|Eranda st - THU|180|0|0|0|0|0|0|180|0|0|0|
122|A06391|Himasha B/s - THU|7667|-.38|0|0|0|0|0|7667|0|0|0|
123|A06392|Sisira st - THU|2527|-.7|0|0|0|0|0|2527|0|0|0|
124|A06393|Nalani st - THU|1476|0|0|0|0|0|0|1476|0|0|0|
125|A06394|Nilanthi st - THU|1154|0|261|0|0|0|0|1154|0|0|0|
126|A06395|Chandrasena st - THU|360|0|0|0|0|0|0|360|0|0|0|
127|A06398|Kavishka st - THU|2270|-.1|0|0|0|0|0|2270|0|0|0|
128|A06399|S.L.W. Hotel - THU|787|-.5|112.5|0|0|0|0|787|0|0|0|
129|A06402|Faroshan Grocery - THU|2670|-.64|0|0|0|0|0|2670|0|0|0|
130|A06364|Priyantha labuduwa - WED|16314|-.05|0|0|1454.15|0|0|16314|0|0|0|
131|A06406|N.S st - WED|825|0|0|0|0|0|0|825|0|0|0|
132|A06415|N.S. st - TUE|225|0|0|0|0|0|0|225|0|0|0|
133|A06406|Baby Center - TUE|2073|-.78|0|0|0|0|0|2073|0|0|0|
134|A06461|Senith Pharmacy - FRI|3402|-.63|0|0|0|0|0|3402|0|0|0|
135|A06462|Crystal Pharmacy - FRI|1015|-.5|0|0|0|0|0|1015|0|0|0|
136|A06447|Sada taru Grocery - FRI|1053|-.75|0|0|0|0|0|1053|0|0|0|
137|A06466|Star Hotel - FRI|6857|-.44|0|0|0|0|0|6857|0|0|0|
138|A06448|Kodithuwakku st - FRI|1224|-.01|0|0|0|0|0|1224|0|0|0|
139|A06446|Madura B/S - FRI|1358|-.88|0|0|0|0|0|1358|0|0|0|
140|A06442|Mahoga St - FRI|1478|-.57|513|0|0|0|0|1478|0|0|0|
141|A06445|P V K St - FRI|1312|-.5|0|0|0|0|0|1312|0|0|0|
142|A06450|Sakura Phamacy - FRI|2294|-.28|0|0|0|0|0|2294|0|0|0|
143|A06452|Alvitigala st - FRI|1206|-.6|0|0|0|0|0|1206|0|0|0|
144|A06451|Bandula Hotel - FRI|540|0|0|0|0|0|0|540|0|0|0|
145|A06449|Osethma Ph. - FRI|497|-.1|0|0|0|0|0|17|0|0|480|
146|A06453|Lalani st - FRI|525|0|0|0|0|0|0|525|0|0|0|
147|A06468|Praboda Book - FRI|1072|-.05|0|0|0|0|0|1072|0|0|0|
148|A06431|Dinesh Hotel - FRI|597|0|0|0|0|0|0|597|0|0|0|
149|A06458|Asiri Cake - FRI|2375|-.1|0|0|0|0|0|2375|0|0|0|
150|A06470|Thimira st - FRI|6788.4|0|0|0|0|0|0|0|0|6788.4|0|
151|A06430|Samagp Milk Bar - FRI|834|0|0|0|0|0|0|834|0|0|0|
152|A06464|Asiri Pharmacy - FRI|2998|-.35|0|0|0|0|0|2998|0|0|0|
153|A06463|Spicy Cafa - FRI|666|0|0|0|0|0|0|666|0|0|0|
154|A06607|Mahilal Ent - WED|6304|29.74|796.5|0|261.43|0|0|304|0|0|6000|
155|A06584|M.T St - WED|1050|0|0|0|0|0|0|1050|0|0|0|
156|A06583|Chamath - WED|2312|-.13|0|0|0|0|0|12|0|0|2300|
157|A06582|Piyal st - WED|1363|-.5|0|0|0|0|0|1363|0|0|0|
158|A06579|Nethmi - WED|5894|-.49|0|0|245.6|0|0|5894|0|0|0|
159|A06581|Lacky Cafe - WED|148|-.75|0|0|0|1062|0|148|0|0|0|
160|A06603|N.S st - WED|834|-.3|0|0|0|0|0|834|0|0|0|
161|A06602|Ranjani St - WED|1410|-.5|0|0|0|0|0|1410|0|0|0|
162|A06601|Somareera St - WED|756|0|0|0|0|0|0|756|0|0|0|
163|A06599|Samagi Cantion - WED|417|0|0|0|0|0|0|417|0|0|0|
164|A06600|Ravinda G/M - WED|754|-.5|0|0|0|0|0|754|0|0|0|
165|A06597|Nadeeka st - WED|738|0|0|0|0|0|0|738|0|0|0|
166|A06595|Nagahawatta - WED|19045|-.4|0|0|859.18|0|0|19045|0|0|0|
167|A06594|Hansamali St - WED|2017|-.2|0|0|0|0|0|2017|0|0|0|
168|A06593|Semlat - WED|738|0|0|0|0|0|0|738|0|0|0|
169|A06592|B.P Grocey - WED|3875|-.86|0|0|161.49|1215|0|3875|0|0|0|
170|A06605|Fahim St - WED|620|-.25|0|0|0|0|0|620|0|0|0|
171|A06606|Fanz st - WED|1476|-.78|0|0|0|0|0|1476|0|0|0|
172|A065130|M.A.R. Stores - MON|2661|0|0|0|0|0|0|2661|0|0|0|
173|A065900|Tankiya kade - WED|9509|5.69|166.5|0|395.97|0|0|9509|0|0|0|
174|A06620|Rahamath Trades - THU|756|0|0|0|0|0|0|756|0|0|0|
175|A06622|M.R.M. St - THU|1152|0|0|0|0|0|0|1152|0|0|0|
176|A06623|Bajaj Houes - THU|225|0|0|0|0|0|0|225|0|0|0|
177|A06625|K.K. st - THU|801|0|0|0|0|0|0|801|0|0|0|
178|A06626|Waruna Celluler - THU|706|-.5|81|0|0|0|0|706|0|0|0|
179|A06627|Atapattu st - THU|3210|.68|78.76|0|0|0|0|3210|0|0|0|
180|A06630|Sampath St - THU|760|0|405|0|0|0|0|760|0|0|0|
181|A06637|S K D St - THU|3651|-.72|0|0|0|0|0|3651|0|0|0|
182|A06639|S.K.A  Tr. - THU|1740|.15|0|0|0|0|0|1740|0|0|0|
183|A06634|S.A. st - THU|503|-.58|0|0|0|0|0|503|0|0|0|
184|A06640|Himasha B/s - THU|2336|-.79|0|0|0|0|0|2336|0|0|0|
185|A06629|Eranda st - THU|601|-.08|0|0|0|0|0|601|0|0|0|
186|A06609|Dammika st - THU|3354|-.44|432|0|0|0|0|3354|0|0|0|
187|A06611|Sisira st - THU|2362|-.86|0|0|0|0|0|2362|0|0|0|
188|A06612|Nalani st - THU|2024|-.6|0|0|0|0|0|2024|0|0|0|
189|A06614|Manula st - THU|2043|-.4|0|0|0|0|0|2043|0|0|0|
190|A06619|Faroshan Grocery - THU|4918|-.14|0|0|0|0|0|4918|0|0|0|
191|A06618|S.L.W. Hotel - THU|2389|-.62|224.88|0|0|0|0|1000|0|0|1389|
192|A06610|Sudantha St - WED|879|-.02|0|0|0|0|0|879|0|0|0|
193|A06616|Keshan - WED|769|-.5|0|0|0|0|0|769|0|0|0|
194|A06632|N.S. st - TUE|1334|-.16|0|0|0|0|0|1334|0|0|0|
195|A06646|Devon Hotel - FRI|3441|-.42|0|0|0|0|0|3441|0|0|0|
196|A06681|A.R.M st - FRI|3576|0|0|0|149|4375|0|3576|0|0|0|
197|A06661|Lalani st - FRI|427|-.5|0|0|0|0|0|427|0|0|0|
198|A06653|Sunray Food City - FRI|2245|-.5|22.5|0|0|0|0|2245|0|0|0|
199|A06659|Alvitigala st - FRI|1506|-.42|0|0|0|0|0|1506|0|0|0|
200|A06660|Sakura Phamacy - FRI|1224|-.78|0|0|0|0|0|1224|0|0|0|
201|A06657|Madura B/S - FRI|1042|-.5|0|0|0|0|0|1042|0|0|0|
202|A06654|Uluvitiya St - FRI|427|-.5|0|0|0|0|0|427|0|0|0|
203|A06674|Star Hotel - FRI|8450|-.82|0|0|0|0|0|8450|0|0|0|
204|A06667|M P S Coll Spot - FRI|1474|-.5|0|0|0|0|0|1474|0|0|0|
205|A06675|Praboda Book - FRI|1056|-.75|0|0|0|0|0|1056|0|0|0|
206|A06663|Vihanga Hotel - FRI|702|0|0|0|0|0|0|702|0|0|0|
207|A06668|Dinesh Hotel - FRI|597|0|0|0|0|0|0|597|0|0|0|
208|A06664|Sudu Hotel - FRI|3201|-.44|0|0|0|0|0|3201|0|0|0|
209|A06671|Cafe Spicy - FRI|850|-.8|0|0|0|0|0|850|0|0|0|
210|A06700|Vogina Trade Center - SAT|1039|-.14|0|0|0|0|0|1039|0|0|0|
211|A06696|Palathuru Kade - SAT|799|-.5|0|0|0|0|0|0|0|799|0|
212|A06697|Liyanage - SAT|1552|-.06|0|0|0|0|0|1552|0|0|0|
213|A06699|Ranga st - SAT|315|0|0|0|0|0|0|315|0|0|0|
214|A06698|Jayawardana - SAT|2754|-.6|0|0|0|0|0|2754|0|0|0|
215|A06701|PETTI KADE - SAT|525|0|0|0|0|0|0|525|0|0|0|
216|A06702|Bandula st - SAT|475|-.2|0|0|0|0|0|475|0|0|0|
217|A06703|Gamage - SAT|1476|0|0|0|0|0|0|1476|0|0|0|
218|A06694|Samanmal - SAT|315|0|0|0|0|0|0|315|0|0|0|
219|A06695|Indika - SAT|1836|-.24|0|0|0|0|0|0|0|1836|0|
220|A06693|K. G. St - SAT|1002|-.6|0|0|0|0|0|1002|0|0|0|
221|A06692|Lal st - SAT|597|0|0|0|0|0|0|597|0|0|0|
222|A06690|Jagath Tea Room - SAT|925|-.5|0|0|0|0|0|925|0|0|0|
223|A06691|Visal B / House - SAT|4435|-.4|0|0|0|0|0|0|0|4435|0|
224|A06688|Jagoda st - SAT|3802|-.61|855|0|158.44|0|0|0|0|3802|0|
225|A06687|Randika - SAT|4066|-.72|67.5|0|0|0|0|4066|0|0|0|
226|A06686|Prabashwara Hotel - SAT|1084|-.5|0|0|0|0|0|1084|0|0|0|
227|A06685|Yapa st - SAT|2804|-.6|0|0|0|0|0|0|2804|0|0|
228|A06682|Liyanage - SAT|3343|-.25|0|0|0|0|0|0|0|3343|0|
229|A06704|N.G.N st - SAT|1779|0|0|0|0|0|0|1779|0|0|0|
230|A06706|Padmini st - SAT|1787|-.95|702|0|0|0|0|1787|0|0|0|
231|A06493|Piyasiri - SAT|4822|-.83|90|0|0|0|0|4822|0|0|0|
232|A06494|Randika - SAT|6035|-.49|0|0|0|0|0|6035|0|0|0|
233|A06495|Dahanayaka - SAT|799|-.5|0|0|0|0|0|799|0|0|0|
234|A06498|Chinthaka st - SAT|823|-.5|0|0|0|0|0|823|0|0|0|
235|A06496|Mudalige st - SAT|3989|-.53|0|0|166.23|0|0|3989|0|0|0|
236|A06499|Srimali - SAT|2841|0|0|0|0|0|0|1000|0|0|1841|
237|A06500|Jayawardana - SAT|4338|-.6|0|0|0|0|0|4338|0|0|0|
238|A06501|Janahitha - SAT|675|0|0|0|0|0|0|675|0|0|0|
239|A06502|Taraka - SAT|2483|-.79|0|0|0|0|0|2483|0|0|0|
240|A06474|Palathuru Kade - SAT|585|0|0|0|0|0|0|585|0|0|0|
241|A06473|Vogina Trade Center - SAT|405|0|0|0|0|0|0|405|0|0|0|
242|A06478|PETTI KADE - SAT|337|-.5|0|0|0|0|0|337|0|0|0|
243|A06477|Kirana Hotel - SAT|2061|-.36|292.5|0|0|0|0|2061|0|0|0|
244|A06480|Sasika - SAT|532|-.5|0|0|0|0|0|532|0|0|0|
245|A06482|Induwara Phrmacy - SAT|810|0|0|0|0|0|0|810|0|0|0|
246|A06481|Jayanthi Food City - SAT|1779|-.04|0|0|0|0|0|1779|0|0|0|
247|A06483|Bandula st - SAT|1271|-.26|0|0|0|0|0|1271|0|0|0|
248|A06484|Nagahakoratuwa - SAT|472|-.5|67.5|0|0|0|0|472|0|0|0|
249|A06485|Shantha st ii - SAT|1669|-.2|0|0|0|0|0|1669|0|0|0|
250|A06487|Shantha - SAT|2040|0|0|0|0|0|0|2040|0|0|0|
251|A06507|L B U St - THU|1678|-.52|0|0|0|0|0|1678|0|0|0|
252|A06506|Kumara St - THU|1125|0|0|0|0|0|0|1125|0|0|0|
253|A06508|Wasantha st - TUE|675|0|0|0|0|0|0|675|0|0|0|
254|A06512|Roshan Grocery - MON|789|-.3|0|0|0|0|0|789|0|0|0|
255|A06523|Auro Book Shop - MON|3203|-.3|0|0|0|0|0|3203|0|0|0|
256|A06522|Nanayakara Stores - MON|2119|-.52|0|0|0|0|0|2119|0|0|0|
257|A06521|Fost office - MON|1349|-.64|0|0|0|0|0|1349|0|0|0|
258|A06520|Bosewana Stores - MON|3622|-.5|0|0|0|0|0|3622|0|0|0|
259|.A06524|Punchi Kade - MON|5785|16.08|427.5|0|240.37|0|0|5785|0|0|0|
260|A06525|W.H.P. Store- Bataganvila - MON|1596|0|0|0|0|0|0|1596|0|0|0|
261|A06526|Sanka com. - MON|2521|-.25|0|0|0|0|0|2521|0|0|0|
262|A06528|K.G. Grocery - MON|5625|-.24|0|0|234.38|0|0|1625|0|0|4000|
263|A06531|Nalin Stores - MON|552|0|0|0|2478.08|0|2478.08|552|0|0|0|
264|A06529|M.S.M.Stores - MON|549|0|0|0|0|0|0|549|0|0|0|
265|A06533|Highland milk 2 - MON|1176|-.4|0|0|0|0|0|1176|0|0|0|
266|A06532|Binudi st - MON|962|-.26|0|0|0|0|0|962|0|0|0|
267|A06535|Dangedara B/H - MON|1620|.58|0|0|0|0|0|1620|0|0|0|
268|A06530|A.H.J Gr - MON|816|-.03|0|0|0|0|0|816|0|0|0|
269|A06538|Muthu Gr. - MON|879|-.02|0|0|0|0|0|879|0|0|0|
270|A06518|Eraji Grocery - MON|2998|-.48|0|0|0|0|0|2998|0|0|0|
271|A06438|Samudra Hotel - FRI|8463|-.04|0|0|0|0|0|8463|0|0|0|
272|A06548|Amarasoma - TUE|1535|0|0|0|0|0|0|1535|0|0|0|
273|A06545|Najith - TUE|921|0|0|0|0|0|0|921|0|0|0|
274|A06546|Liyanarachchi - TUE|501|-.3|0|0|0|0|0|501|0|0|0|
275|A06547|Anurada - TUE|497|-.1|0|0|0|0|0|497|0|0|0|
276|A06549|Petti Kade - TUE|444|-.54|0|0|0|0|0|444|0|0|0|
277|A06550|Chameera - TUE|900|0|0|0|0|0|0|900|0|0|0|
278|A06551|L.H. N.R St - TUE|2514|-.32|0|0|0|0|0|2514|0|0|0|
279|A06568|Amal Hotel - TUE|877|-.5|0|0|0|0|0|877|0|0|0|
280|A06569|Paranavithan st (wijaya Mw) - TUE|834|0|0|0|0|0|0|834|0|0|0|
281|A06573|W.G.M St - TUE|450|0|0|0|0|0|0|450|0|0|0|
282|A06571|David st - TUE|675|0|0|0|0|0|0|675|0|0|0|
283|A06574|Nilton Hotel - TUE|3282|-.16|0|0|0|0|0|3282|0|0|0|
284|A06572|Govijanasewa shop - TUE|413|-.58|0|0|0|0|0|413|0|0|0|
285|A06565|Danuka G/ m - TUE|7130|-.4|0|0|297.1|0|0|130|0|0|7000|
286|A06563|Dilina st - TUE|675|0|0|0|0|0|0|675|0|0|0|
287|A06559|Wijekon Trades - TUE|546|0|0|0|0|0|0|546|0|0|0|
288|A06557|Dinuka - TUE|1296|-.02|0|0|0|0|0|1296|0|0|0|
289|A06558|Thilina com. - TUE|301|-.2|217.8|0|0|0|0|301|0|0|0|
290|A06553|Kumari - TUE|1105|-.5|0|0|0|0|0|1105|0|0|0|

||Total|661963.4|-18.76|19895.52|0|14223.78|11273.5|2478.08|455726|2804|141355.4|61578|
||Upto Date Total|0|0|0|0|0|0|0|0|0|0|0
